Артикул;ID KIT;Найден у поставщика;Москва;Владивосток;Фото;Характеристики
00098162;303972;да;0;1;1;21
11108554;303971;да;0;76;1;22
11161143;303970;да;10;51;1;22
00188222;303969;нет;0;0;1;0
00190858;303968;да;0;100;1;21
00000314;303967;да;1;0;1;10
00003910;303966;да;5;19;1;14
00005881;303965;да;2;16;1;13
00073214;303964;нет;0;0;1;0
00073203;303962;да;0;1;1;12
00159130;303961;нет;0;0;1;0
00159132;303960;да;0;1;1;11
00192854;303959;да;0;1;1;9
11595185;303958;нет;0;0;1;0
00156887;303957;да;2;5;1;15
00156888;303956;да;1;1;1;15
00156889;303955;да;4;1;1;12
11595440;303954;да;2;1;1;10
00007370;303953;да;1;3;1;9
00009170;303952;да;0;1;1;7
29821;303951;нет;0;0;1;0
00048357;303950;да;0;1;1;8
00063176;303949;да;2;0;1;9
11070900;303948;да;40;139;1;8
00157191;303947;да;32;58;1;7
00157192;303946;да;10;8;1;10
00162070;303945;да;8;25;1;6
11225029;303944;да;4;5;1;8
00086263;303943;да;0;4;1;8
00145577;303942;да;1;0;1;13
00146216;303941;да;1;3;1;10
00156443;303940;да;7;2;1;9
00183144;303939;да;31;2;1;9
00183147;303938;да;60;20;1;9
00183148;303937;да;4;0;1;8
00156439;303936;да;0;2;1;10
00164177;303935;да;6;3;1;8
00164178;303934;да;2;3;1;9
26038;303933;да;0;1;1;11
00183078;303932;да;12;10;1;8
00183081;303931;да;0;3;1;8
00183082;303930;да;9;3;1;8
00183083;303929;да;7;2;1;8
00183084;303928;да;21;17;1;8
00183085;303927;да;8;8;1;8
00183090;303926;да;6;3;1;8
00183091;303925;да;8;3;1;8
00183073;303924;да;29;0;1;7
00183113;303923;да;7;0;1;7
00183114;303922;да;3;2;1;8
00183115;303921;да;13;2;1;8
00183117;303920;да;17;0;1;8
00183118;303919;да;10;10;1;7
00183119;303918;нет;0;0;1;0
00183120;303917;да;1;0;1;8
00183121;303916;да;4;2;1;9
00183123;303915;да;76;3;1;8
00183124;303914;да;25;4;1;8
11595414;303913;да;0;1;1;6
11595415;303912;да;2;1;1;8
11595810;303911;да;8;4;1;6
00197257;303910;да;1;1;1;5
00197258;303909;да;0;2;1;6
00197260;303908;да;1;1;1;5
00197542;303907;нет;0;0;1;0
00052878;303906;да;0;2;1;8
11450027;303905;да;0;32;1;8
11450033;303904;да;3;20;1;5
11450034;303903;да;10;11;1;7
11450038;303902;да;19;42;1;7
11450077;303901;да;0;3;1;5
11452183;303900;да;25;47;1;7
00192372;303899;да;2;8;1;3
00157212;303898;да;5;3;1;12
00159710;303897;нет;0;0;1;0
11595209;303896;да;0;1;1;10
11607897;303895;да;2;3;1;10
11608155;303894;да;1;1;1;9
11608363;303893;да;7;3;1;9
00156890;303892;да;11;17;1;11
00156891;303891;да;10;15;1;11
00156892;303890;да;7;7;1;11
00156893;303889;да;2;1;1;11
00159664;303888;да;2;3;1;10
00192818;303887;нет;0;0;1;0
11595469;303886;да;2;3;1;10
00040141;303885;да;0;1;0;5
00102014;303884;да;0;2;0;5
11595198;303883;да;1;1;1;7
11607588;303882;да;2;6;1;6
11607930;303881;да;1;1;1;7
11607982;303880;да;2;3;1;6
11608287;303879;нет;0;0;1;0
00159457;303878;нет;0;0;1;0
00159458;303877;да;8;19;1;9
11595199;303876;да;5;1;1;7
11607749;303875;да;2;11;1;7
11607810;303874;да;2;2;1;4
11607941;303873;да;10;9;1;7
11608379;303872;да;1;1;1;4
00005777;303871;да;6;9;1;7
00159455;303870;да;0;3;1;7
11595813;303869;да;2;1;1;7
11607638;303868;нет;0;0;1;0
11607684;303867;да;10;5;1;7
11608323;303866;да;9;11;1;6
00170303;303865;да;19;16;1;8
00170304;303864;да;6;9;1;8
00170305;303863;нет;0;0;1;0
00170307;303862;да;3;7;1;8
00170355;303861;да;14;19;1;9
00170356;303860;да;3;1;1;5
00170358;303859;нет;0;0;1;0
00170361;303858;нет;0;0;1;0
00182346;303857;нет;0;0;1;0
00182347;303856;да;11;23;1;7
00182348;303855;да;2;0;1;8
00182351;303854;да;2;1;1;8
00182355;303853;да;2;1;1;7
00182356;303852;да;11;0;1;8
00188655;303851;да;4;0;1;9
00188656;303850;нет;0;0;1;0
00188658;303849;да;6;3;1;9
00188659;303848;нет;0;0;1;0
00188660;303847;да;2;0;1;9
00188661;303846;да;2;0;1;9
00188663;303845;да;4;2;1;8
00198415;303844;да;16;5;1;5
00018121;303843;да;0;49;1;15
00116101;303842;да;2;0;1;14
00116102;303841;нет;0;0;1;0
00083094;303840;нет;0;0;1;0
00195848;303839;да;0;1;1;6
00195849;303838;да;0;2;1;7
29532;303837;да;11;0;1;11
00087753;303836;да;39;0;1;13
00087755;303835;да;6;3;1;14
00176310;303834;да;60;0;1;13
00176313;303833;да;1;1;1;9
00178261;303832;да;123;30;1;13
00180908;303831;да;1;1;1;10
00182582;303830;да;3;4;1;10
00186158;303829;да;78;27;1;11
00196075;303828;нет;0;0;1;0
00144154;303827;да;27;240;1;11
00193291;303826;да;288;206;1;12
00193292;303825;да;203;70;1;12
00193293;303824;да;252;70;1;12
00002414;303823;да;2;3;1;11
00005427;303822;да;3;6;1;11
00184789;303821;да;14;0;1;9
00002472;303820;да;99;58;1;8
00138479;303819;нет;0;0;1;0
00153148;303818;да;225;112;1;6
00153149;303817;да;55;0;1;5
00159729;303816;да;649;142;1;6
00173983;303815;да;0;4;1;4
00174048;303814;нет;0;0;1;0
00179226;303813;нет;0;0;1;0
00160812;303812;да;33;19;1;7
00110722;303811;да;0;46;1;9
00165423;303810;да;81;35;1;14
00167130;303809;нет;0;0;1;0
00174077;303808;да;25;0;1;9
00179840;303807;да;41;28;1;17
00017288;303806;нет;0;0;1;0
26573;303805;да;4;8;1;10
00106556;303804;нет;0;0;1;0
00091854;303803;да;2;14;1;14
00175982;303802;да;3;0;1;10
00175987;303801;да;2;0;1;8
00176611;303800;да;1;1;1;8
00182177;303799;да;13;3;1;10
00182178;303798;нет;0;0;1;0
00182407;303797;нет;0;0;1;0
00186101;303796;да;11;0;1;9
00186102;303795;да;16;7;1;9
00186103;303794;да;1;1;1;9
00188681;303793;да;5;4;1;9
00188685;303792;да;1;2;1;10
00188686;303791;да;1;1;1;10
00188687;303790;да;1;4;1;10
00188691;303789;да;6;4;1;9
11539143;303788;да;0;1;1;7
00194197;303787;да;1;5;1;7
00197869;303786;да;12;0;1;10
00197871;303785;нет;0;0;1;0
00197894;303784;нет;0;0;1;0
00197895;303783;да;4;2;1;11
00197896;303782;да;13;14;1;11
00200474;303781;да;2;0;1;7
00041452;303780;да;3;76;1;11
00055605;303779;нет;0;0;1;0
00110892;303778;да;0;14;1;9
00120438;303777;да;96;22;1;14
00156536;303776;да;0;2;1;5
00156537;303775;да;16;8;1;8
00156538;303774;да;12;52;1;8
00156539;303773;да;12;5;1;8
00156540;303772;да;53;29;1;11
00156535;303771;да;51;40;1;6
00156541;303770;да;18;16;1;15
00156542;303769;да;10;0;1;12
00156544;303768;да;43;55;1;13
00169056;303767;да;0;3;1;6
00169057;303766;нет;0;0;1;0
00180770;303765;да;7;6;1;15
00199683;303764;да;18;19;1;5
00018194;303763;да;6;8;1;13
00015215;303762;да;0;28;1;15
11228766;303761;нет;0;0;1;0
00196269;303760;да;11;12;1;8
00199512;303759;да;0;4;1;7
00142652;303758;да;3;11;1;14
00144877;303757;да;4;10;1;12
00153118;303756;да;18;9;1;10
00162408;303755;да;4;0;1;10
00162409;303754;да;0;1;1;10
00162410;303753;да;1;5;1;10
00167058;303752;да;5;7;1;10
00167059;303751;да;12;15;1;11
00167061;303750;да;2;8;1;11
00170645;303745;да;5;7;1;6
00174465;303744;да;2;0;1;6
00174466;303743;да;4;0;1;9
00182160;303742;да;0;2;1;6
00192925;303741;да;7;0;1;11
00002161;303740;нет;0;0;1;0
00003791;303739;да;2;0;1;7
00003818;303738;да;4;0;1;7
00003824;303737;нет;0;0;1;0
00102898;303736;да;2;0;1;14
00102902;303735;да;2;0;1;14
00102904;303734;да;2;0;1;14
00102919;303733;да;0;1;1;14
00102946;303732;нет;0;0;1;0
00102995;303731;да;2;2;1;14
00193759;303730;да;19;1;1;11
00047565;303729;да;532;50;1;16
00132992;303728;да;218;0;1;13
00132993;303727;да;152;77;1;13
00181146;303726;да;0;4;1;3
00184466;303725;да;0;3;1;4
00184468;303724;да;0;3;1;4
00195132;303723;да;0;2;1;6
00197287;303722;да;1;2;1;6
00062007;303721;да;5;0;1;14
00062008;303720;да;8;0;1;13
00062053;303719;да;4;16;1;12
00062054;303718;да;4;6;1;12
00175019;303717;да;2;4;1;7
00175021;303716;да;6;0;1;12
00175022;303715;да;2;4;1;7
00186517;303714;да;5;14;1;8
00186518;303713;да;16;0;1;8
00186542;303712;да;3;2;1;12
00186549;303711;да;1;0;1;12
00186550;303710;да;18;6;1;12
00062018;303709;да;29;12;1;8
00091648;303708;да;2;5;1;8
00089892;303707;да;3;6;1;5
00182581;303706;да;6;0;1;7
00182598;303705;да;4;0;1;12
00186537;303704;да;9;7;1;10
00186538;303703;да;13;4;1;10
00186539;303702;да;4;6;1;13
00186540;303701;да;14;4;1;13
00168075;303700;да;0;6;1;11
00062059;303699;да;158;172;1;10
00114906;303698;да;3;4;1;12
00175926;303697;да;0;1;1;8
00175938;303696;нет;0;0;1;0
00175939;303695;да;7;9;1;5
00181651;303694;нет;0;0;1;0
00190534;303693;да;2;3;1;8
00192673;303692;да;10;60;1;6
00193431;303691;да;39;70;1;8
00199665;303690;да;1;3;1;9
00199667;303689;да;1;7;1;8
00199668;303688;да;0;7;1;5
00199669;303687;нет;0;0;1;0
00199670;303686;да;2;0;1;5
00199675;303685;да;0;15;1;4
29525;303684;да;104;113;1;12
00018111;303683;да;16;17;1;13
00018211;303682;да;5;9;1;28
00058041;303681;да;9;0;1;24
00058042;303680;да;16;0;1;20
00161119;303679;да;101;62;1;10
00185150;303678;да;1;0;1;10
00185153;303677;да;2;0;1;8
00185156;303676;да;3;0;1;10
00174770;303675;да;4;3;1;12
00181240;303674;да;7;1;1;12
00187703;303673;да;4;13;1;12
00196408;303672;да;8;5;1;9
00196409;303671;нет;0;0;1;0
00200571;303670;да;20;19;1;7
00200572;303669;да;24;11;1;7
00188388;303668;да;2;0;1;21
00188390;303667;да;2;0;1;18
00161060;303666;да;0;528;1;7
00183361;303665;да;1;0;1;7
00183364;303664;да;1;0;1;7
00183365;303663;да;2;1;1;7
00183370;303662;да;2;0;1;7
11439673;303661;да;23;333;1;6
00193297;303660;нет;0;0;1;0
00196876;303659;да;0;29;1;5
00196878;303658;да;15;33;1;6
00110742;303657;нет;0;0;1;0
00110743;303656;да;19;3;1;9
00101689;303655;да;7;7;1;8
00174698;303654;да;8;0;1;8
00176044;303653;да;38;43;1;9
00189652;303652;да;0;8;1;5
00113480;303651;да;16;5;1;8
00062516;303650;нет;0;0;1;0
00062590;303649;да;17;20;1;10
00110739;303648;да;12;0;1;10
11410132;303647;нет;0;0;1;0
00163202;303646;да;1;0;1;10
00176073;303645;да;0;10;1;20
00174865;303644;да;0;233;1;21
00174868;303643;да;6;0;1;16
00176241;303642;нет;0;0;1;0
00176968;303641;нет;0;0;1;0
00187675;303640;да;33;10;1;14
00193084;303639;нет;0;0;1;0
00193085;303638;нет;0;0;1;0
00193088;303637;да;195;158;1;14
00193089;303636;да;0;7;1;14
00193091;303635;да;7;20;1;14
00193093;303634;да;16;31;1;15
00159732;303633;да;72;185;1;8
00200126;303632;да;4;8;1;8
00200129;303631;да;8;10;1;4
00193571;303630;да;5;0;1;9
00193573;303629;да;1;0;1;7
00193574;303628;да;1;4;1;10
00160909;303627;нет;0;0;1;0
00160910;303626;да;10;3;1;14
00160911;303625;да;3;3;1;14
00160913;303624;да;11;7;1;15
00166666;303623;да;3;1;1;16
00173620;303622;да;2;2;1;13
00173624;303621;да;5;1;1;14
00173625;303620;да;6;2;1;14
00173627;303619;да;2;2;1;14
00173629;303618;нет;0;0;1;0
00173631;303617;да;2;2;1;14
00173633;303616;да;1;4;1;14
00173634;303615;да;2;2;1;14
00194991;303614;да;1;1;1;11
00194992;303613;да;3;1;1;11
00194997;303612;да;2;1;1;13
00194999;303611;да;2;1;1;11
00195000;303610;да;3;0;1;11
00143701;303609;нет;0;0;1;0
00188403;303608;да;13;9;1;6
00035134;303607;да;0;1;1;12
00117535;303606;да;2;4;1;11
00117540;303605;да;1;0;1;11
00117544;303604;да;1;0;1;11
00196861;303603;да;11;0;1;7
00018126;303602;да;13;20;1;12
00017430;303601;нет;0;0;1;0
00142078;303600;да;2;0;1;7
00142991;303599;нет;0;0;1;0
00167045;303598;нет;0;0;1;0
00182801;303597;да;4;3;1;7
00196870;303596;да;0;1;1;4
00196871;303595;да;74;53;1;4
00121465;303594;да;0;2;1;8
00121482;303593;да;54;33;1;5
00065745;303592;да;14;14;1;8
00151144;303591;да;2;1;1;7
00151145;303590;да;5;5;1;7
00101940;303589;да;1;0;1;11
00197322;303588;да;6;9;1;6
00197324;303587;да;3;6;1;6
00190301;303586;да;0;6;1;12
00006136;303585;да;0;4;1;16
00117873;303584;да;26;8;1;9
00197686;303583;да;10;0;1;8
00017233;303582;да;2;0;1;9
00146055;303581;нет;0;0;1;0
00146056;303580;нет;0;0;1;0
00054968;303579;нет;0;0;1;0
00165556;303578;да;5;0;1;7
00156739;303577;да;5;0;1;8
00146175;303576;да;15;12;1;8
00146176;303575;да;26;7;1;8
00149912;303574;нет;0;0;1;0
00156921;303573;нет;0;0;1;0
00159240;303572;да;5;3;1;9
00135785;303571;да;0;2;1;8
00150392;303570;да;0;11;1;7
00037911;303569;да;0;3;1;8
00156740;303568;да;14;19;1;7
00156749;303567;да;10;5;1;7
00159647;303566;да;4;2;1;6
00156761;303565;да;22;22;1;12
00156763;303564;да;8;10;1;11
00156764;303563;да;1;4;1;11
00156919;303562;да;26;6;1;8
00192840;303561;да;0;1;1;5
00142646;303560;да;8;10;1;10
00142647;303559;да;7;8;1;10
00142648;303558;да;0;12;1;10
00153373;303557;да;1;12;1;8
00155013;303556;да;10;10;1;9
00196262;303555;да;10;8;1;8
00196263;303554;да;19;23;1;8
00196264;303553;да;0;1;1;8
00196265;303552;нет;0;0;1;0
11450025;303551;да;35;44;1;7
11450032;303550;да;3;15;1;7
11452223;303549;да;0;1;1;8
00188753;303548;да;14;5;1;7
00156532;303547;да;31;13;1;4
00006402;303546;да;4;6;1;14
00006406;303545;да;48;223;1;14
00156529;303544;да;62;53;1;14
00199684;303543;да;48;33;1;10
00041872;303542;нет;0;0;1;0
00091912;303541;нет;0;0;1;0
00091913;303540;да;6;0;1;13
00146271;303539;да;1;2;1;5
00146273;303538;нет;0;0;1;0
00151385;303537;нет;0;0;1;0
00151386;303536;нет;0;0;1;0
00162597;303535;нет;0;0;1;0
00162598;303534;да;0;2;1;6
00162600;303533;да;0;1;1;6
00183043;303532;да;2;2;1;8
00183046;303531;нет;0;0;1;0
00183047;303530;нет;0;0;1;0
00183048;303529;нет;0;0;1;0
00183049;303528;да;3;2;1;7
00184773;303527;да;90;0;1;6
00184774;303526;да;16;8;1;6
00190009;303525;да;2;4;1;6
00198681;303524;да;4;6;1;6
00198683;303523;да;7;10;1;6
00198684;303522;да;10;10;1;6
00198685;303521;нет;0;0;1;0
00198686;303520;да;5;10;1;6
11308691;303519;нет;0;0;1;0
00175151;303518;нет;0;0;1;0
00175181;303517;нет;0;0;1;0
00026544;303516;да;37;38;1;9
11076422;303515;да;5;19;1;12
00146177;303514;да;102;10;1;9
00146179;303513;да;18;4;1;9
00146180;303512;да;49;62;1;9
00149913;303511;нет;0;0;1;0
00149915;303510;нет;0;0;1;0
00074150;303509;да;0;4;1;8
00159328;303508;да;63;49;1;7
00191706;303507;да;80;193;1;3
00193056;303506;да;29;33;1;4
11595130;303505;да;2;5;1;8
00004458;303504;да;1;2;1;11
00004474;303503;да;1;1;1;10
00004723;303502;да;0;5;1;9
00004924;303501;да;2;1;1;10
00010925;303500;да;1;2;1;9
00012168;303499;да;2;4;1;9
00049782;303498;нет;0;0;1;0
11011595;303497;да;0;1;0;6
00146045;303496;да;2;0;1;9
00156751;303495;да;14;6;1;8
00156757;303494;да;23;5;1;8
00156758;303493;да;37;4;1;8
00156759;303492;да;11;8;1;8
11353007;303491;нет;0;0;1;0
11595113;303490;нет;0;0;1;0
00000301;303489;да;0;7;1;15
00000300;303488;да;4;14;1;16
00073865;303487;да;2;3;1;14
11002998;303486;да;2;14;1;15
00111604;303485;да;4;3;1;14
11010786;303484;да;4;6;1;15
00113661;303483;да;4;14;1;14
11040435;303482;да;4;14;1;15
00146151;303481;да;6;10;1;12
00156883;303480;да;2;12;1;12
00156884;303479;да;0;1;1;12
00166299;303478;да;0;3;1;11
00195275;303477;да;4;18;1;8
11595159;303476;да;1;2;1;10
11595161;303475;да;0;1;1;10
00092970;303474;нет;0;0;1;0
00092980;303473;нет;0;0;1;0
00092990;303472;да;2;0;1;27
00093046;303471;да;14;8;1;27
00093047;303470;нет;0;0;1;0
00141836;303469;да;8;3;1;18
00141837;303468;да;47;29;1;22
11252178;303467;да;10;9;1;17
00176242;303466;нет;0;0;1;0
00178253;303465;да;16;1;1;15
00180911;303464;да;6;0;1;15
00181407;303463;да;0;1;1;18
00195731;303462;нет;0;0;1;0
00195733;303461;да;1;0;1;11
00195734;303460;да;4;7;1;11
00197297;303459;да;7;3;1;21
00197656;303458;нет;0;0;1;0
00199024;303457;нет;0;0;1;0
00199025;303456;да;3;3;1;11
00199026;303455;да;3;1;1;11
00199458;303454;да;10;9;1;17
00199459;303453;да;15;14;1;16
00199460;303452;да;9;9;1;16
00096325;303451;да;0;33;1;7
00163234;303450;нет;0;0;1;0
11252151;303449;да;120;94;1;17
11252152;303448;да;24;28;1;19
11252153;303447;да;0;15;1;19
11252154;303446;да;13;2;1;19
11252155;303445;да;12;0;1;19
11252157;303444;да;16;12;1;12
11252158;303443;да;12;19;1;19
11252162;303442;да;0;66;1;20
11252166;303441;да;47;76;1;20
11252179;303440;да;73;47;1;10
11252181;303439;да;17;15;1;13
00176244;303438;да;4;0;1;11
00176245;303437;нет;0;0;1;0
00176246;303436;да;2;0;1;11
00176248;303435;да;3;0;1;11
00180461;303434;да;2;0;1;12
00188987;303433;да;0;10;1;17
00188988;303432;да;30;30;1;17
00188989;303431;да;40;20;1;17
00188991;303430;да;1;16;1;16
00188992;303429;да;0;16;1;16
00188993;303428;да;0;2;1;17
00189129;303427;да;41;96;1;13
00189130;303426;да;0;97;1;13
00189132;303425;да;0;29;1;16
00189133;303424;да;0;27;1;12
00189134;303423;да;0;10;1;13
00189135;303422;да;12;44;1;15
00189136;303421;да;0;40;1;16
00189137;303420;да;30;122;1;15
00189138;303419;да;0;11;1;12
00192339;303418;нет;0;0;1;0
00192340;303417;нет;0;0;1;0
00192341;303416;нет;0;0;1;0
00198981;303415;нет;0;0;1;0
00199146;303414;да;9;0;1;14
00199583;303413;да;2;0;1;11
00199585;303412;да;0;11;1;10
00092903;303411;да;13;25;1;23
00160433;303410;да;2;4;1;14
00003332;303409;да;6;6;1;15
00173822;303408;да;3;2;1;18
00181417;303407;да;2;2;1;20
00181420;303406;нет;0;0;1;0
00199013;303405;нет;0;0;1;0
00199014;303404;да;3;5;1;7
00199015;303403;нет;0;0;1;0
00199016;303402;да;5;4;1;7
00200700;303401;да;7;6;1;9
00176074;303400;да;282;350;1;20
11252186;303399;да;8;7;1;13
11252187;303398;да;2;2;1;12
00176240;303397;да;2;3;1;10
00197990;303396;да;22;51;1;28
00197991;303395;да;25;35;1;28
00007721;303394;да;27;25;1;10
00185865;303393;нет;0;0;1;0
00196858;303392;да;9;0;1;3
11208079;303391;да;0;1;1;5
00197923;303390;да;102;75;1;13
00197924;303389;да;38;43;1;13
00170704;303388;да;2;5;1;4
00184664;303387;да;0;1;0;3
00185862;303386;да;12;11;1;11
00185863;303385;да;41;25;1;5
00185867;303384;да;4;2;1;4
00194700;303383;да;4;6;1;4
00194701;303382;да;3;1;1;3
00122386;303381;да;7;5;1;17
00125517;303380;да;19;16;1;18
00125518;303379;да;9;17;1;19
00138887;303378;да;12;19;1;10
00189688;303377;да;7;5;1;14
00072856;303376;да;67;51;1;19
00072857;303375;да;32;42;1;19
00142135;303374;да;2;0;1;14
00150262;303373;нет;0;0;1;0
00150263;303372;да;22;15;1;14
00072864;303371;да;91;29;1;15
00072865;303370;да;66;98;1;15
00072866;303369;да;127;119;1;15
00072867;303368;да;100;105;1;15
00089419;303367;да;117;41;1;15
00089420;303366;да;40;38;1;15
00089421;303365;да;28;34;1;15
00110464;303364;да;0;1;1;14
00110465;303363;да;6;17;1;14
00110466;303362;да;40;47;1;15
00110467;303361;да;19;16;1;15
00110468;303360;нет;0;0;1;0
00110469;303359;да;20;16;1;15
00110470;303358;да;2;10;1;15
00120890;303357;да;21;1;1;15
00120892;303356;да;10;0;1;15
00120893;303355;нет;0;0;1;0
00120895;303354;да;14;26;1;15
00122396;303353;да;10;16;1;14
00122398;303352;да;185;245;1;15
00132871;303351;да;2;25;1;10
00132872;303350;да;0;14;1;10
00150395;303349;да;10;5;1;14
00150399;303348;да;6;0;1;13
